,Unnamed: 0,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre1,genre2,genre3
1345,6810,1108,Senkaiden Houshin Engi,TV,Manga,26,False,"Jul 3, 1999 to Dec 25, 1999",24 min. per ep.,PG-13 - Teens 13 or older,7.22,5407,2745.0,3365,12432,74,Summer 1999,Unknown,TV Tokyo Music,Studio Deen,Magic, Adventure, Fantasy
1346,6813,32245,Kuromukuro,TV,Original,26,False,"Apr 7, 2016 to Sep 29, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.35,29009,2242.0,1095,75446,284,Spring 2016,Thursdays at 21:00 (JST),"Sotsu, Pony Canyon, AT-X, KlockWorx, Tokyo MX, Medicos Entertainment, Infinite",P.A. Works,Action, Sci-Fi, Mecha
1347,6817,31339,Drifters,TV,Manga,12,False,"Oct 7, 2016 to Dec 23, 2016",23 min. per ep.,R - 17+ (violence & profanity),8.05,116902,486.0,290,241830,1825,Fall 2016,Fridays at 23:00 (JST),"Hoods Entertainment, NBCUniversal Entertainment Japan, Shounen Gahousha",Hoods Drifters Studio,Action, Adventure, Comedy
1348,6820,11933,Oda Nobuna no Yabou,TV,Light novel,12,False,"Jul 9, 2012 to Sep 24, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.62,91227,1307.0,446,178339,974,Summer 2012,Unknown,"Pony Canyon, AT-X, KlockWorx, SoftBank Creative Corp.","Madhouse, Studio Gokumi",Comedy, Historical, Romance
1349,6826,29099,Washimo 2nd Season,TV,Picture book,24,False,"Jan 5, 2015 to Mar 24, 2015",10 min. per ep.,G - All Ages,4.5,18,12648.0,12003,148,0,Winter 2015,Unknown,NHK,Studio Deen,Sci-Fi, Slice of Life, Comedy
1350,6852,33654,Hitorijime My Hero,TV,Manga,12,False,"Jul 8, 2017 to Sep 23, 2017",24 min. per ep.,PG-13 - Teens 13 or older,7.61,16282,1326.0,1738,41371,470,Summer 2017,Sundays at 01:30 (JST),"Sotsu, AT-X, Tokyo MX, Avex Pictures, Q-Tec, Docomo Anime Store, Marine Entertainment, Kanon Sound, Contents Seed, Ichijinsha, BS NTV",Encourage Films,Drama, Romance, School
1351,6855,9906,Sue Cat,TV,Unknown,40,False,"Jun 4, 1980 to Dec 28, 1980",13 min. per ep.,PG - Children,6.14,21,12278.0,11544,175,0,Summer 1980,Unknown,Asatsu DK,Knack Productions,Adventure, Music, Shoujo
1352,6859,33352,Violet Evergarden,TV,Light novel,13,False,"Jan 11, 2018 to Apr 5, 2018",23 min. per ep.,PG-13 - Teens 13 or older,8.59,111769,73.0,157,346230,6071,Winter 2018,Thursdays at 00:00 (JST),"Lantis, Pony Canyon, Rakuonsha, ABC Animation",Kyoto Animation,Slice of Life, Drama, Fantasy
1353,6860,11545,Happyakuyachou Hyouri Kewaishi,TV,Unknown,16,False,"Oct 9, 1990 to Apr 30, 1991",10 min. per ep.,PG-13 - Teens 13 or older,5.63,27,10347.0,10754,258,3,Fall 1990,Unknown,TBS,Shin-Ei Animation,Historical, Drama,
1354,6862,14527,Medaka Box Abnormal,TV,Manga,12,False,"Oct 11, 2012 to Dec 27, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.57,45874,1431.0,965,87878,231,Fall 2012,Thursdays at 01:35 (JST),"TV Tokyo, Lantis, Hakoniwa Academy Student Council","Gainax, Asahi Production",Action, Comedy, Ecchi
1355,6864,165,RahXephon,TV,Original,26,False,"Jan 21, 2002 to Sep 10, 2002",23 min. per ep.,PG-13 - Teens 13 or older,7.5,31206,1644.0,1046,79101,841,Winter 2002,Unknown,"Asatsu DK, Fuji TV",Bones,Action, Drama, Mecha
1356,6869,2816,Toushou Daimos,TV,Unknown,44,False,"Apr 1, 1978 to Jan 27, 1979",24 min. per ep.,PG - Children,7.24,1951,2668.0,5569,3576,21,Spring 1978,Unknown,Studio Nue,"Sunrise, Toei Animation",Adventure, Drama, Mecha
1357,6870,31163,Dimension W,TV,Manga,12,False,"Jan 10, 2016 to Mar 27, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.31,87063,2379.0,428,182512,618,Winter 2016,Sundays at 22:30 (JST),"Bandai Visual, Square Enix, Lantis, Tokyo MX, Good Smile Company, Q-Tec, I Will","Orange, Studio 3Hz",Action, Sci-Fi, Seinen
1358,6873,32998,91 Days,TV,Original,12,False,"Jul 9, 2016 to Oct 1, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.89,112699,710.0,270,254730,2388,Summer 2016,Saturdays at 01:55 (JST),"Shochiku, Mainichi Broadcasting System, Shochiku Music Publishing",Shuka,Action, Drama, Historical
1359,6886,34088,Chiruran: Nibun no Ichi,TV,Manga,12,False,"Jan 10, 2017 to Mar 28, 2017",2 min. per ep.,G - All Ages,5.71,2092,7968.0,4689,5536,9,Winter 2017,Tuesdays at 01:00 (JST),"DAX Production, KBS, Coamix, Warner Music Japan, Smiral Animation",LandQ studios,Action, Comedy, Historical
1360,6887,4618,RideBack,TV,Manga,12,False,"Jan 12, 2009 to Mar 30, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.35,17093,2252.0,1883,36570,125,Winter 2009,Unknown,Geneon Universal Entertainment,Madhouse,Action, Drama, Mecha
1361,6889,20533,Z/X: Ignition,TV,Card game,12,False,"Jan 10, 2014 to Apr 3, 2014",24 min. per ep.,PG-13 - Teens 13 or older,6.63,12694,5093.0,2096,30378,55,Winter 2014,Unknown,"Sotsu, Pony Canyon, Nippon Ichi Software",Telecom Animation Film,Game, Sci-Fi, Adventure
1362,6908,15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,TV,Original,25,False,"Oct 6, 2013 to Mar 23, 2014",25 min. per ep.,PG-13 - Teens 13 or older,7.38,8765,2125.0,2347,25247,38,Fall 2013,Unknown,NHK,Sunrise,Action, Game, Mystery
1363,6911,10321,Uta no☆Prince-sama♪ Maji Love 1000%,TV,Visual novel,13,False,"Jul 3, 2011 to Sep 24, 2011",25 min. per ep.,PG-13 - Teens 13 or older,7.3,64093,2446.0,652,128961,1638,Summer 2011,Unknown,"Starchild Records, Movic, Dwango, Showgate",A-1 Pictures,Harem, Music, Comedy
1364,6913,34009,To Be Hero,TV,Original,12,False,"Oct 5, 2016 to Dec 21, 2016",11 min. per ep.,PG-13 - Teens 13 or older,6.97,13299,3695.0,2149,29223,69,Fall 2016,Wednesdays at 18:45 (JST),"Emon, Studio LAN",Haoliners Animation League,Comedy,,
1365,6929,652,Galaxy Angel Z,TV,Original,9,False,"Feb 3, 2002 to Mar 31, 2002",24 min. per ep.,PG - Children,7.26,3592,2562.0,4183,7378,8,Winter 2002,Sundays at 09:30 (JST),"Bandai Visual, Broccoli",Madhouse,Sci-Fi, Comedy,
1366,6931,2244,Rakugo Tennyo Oyui,TV,Unknown,12,False,"Jan 5, 2006 to Mar 23, 2006",24 min. per ep.,PG-13 - Teens 13 or older,6.11,202,7065.0,7672,1348,1,Winter 2006,Unknown,Three Fat Samurai,TNK,Comedy, Historical,
1367,6932,8553,Time Bokan Series: Time Patroltai Otasukeman,TV,Unknown,53,False,"Feb 2, 1980 to Jan 31, 1981",25 min. per ep.,G - All Ages,6.47,143,5740.0,9542,496,0,Winter 1980,Unknown,Fuji TV,Tatsunoko Production,Action, Adventure, Comedy
1368,6936,31173,Akagami no Shirayuki-hime 2nd Season,TV,Manga,12,False,"Jan 12, 2016 to Mar 29, 2016",24 min. per ep.,PG-13 - Teens 13 or older,8.13,73814,391.0,602,138158,1001,Winter 2016,Tuesdays at 00:00 (JST),"Hakusensha, Warner Bros., KlockWorx, Showgate",Bones,Drama, Romance, Fantasy
1369,6943,16157,Choujigen Game Neptune The Animation,TV,Game,12,False,"Jul 12, 2013 to Sep 27, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.14,37592,3033.0,882,98676,1123,Summer 2013,Unknown,"Frontier Works, Media Factory, Idea Factory, Magic Capsule",David Production,Action, Comedy, Fantasy
1370,6944,17092,Dallyeola Hani,TV,Unknown,13,False,"Aug 14, 1988 to Nov 20, 1988",28 min. per ep.,None,6.69,90,4788.0,10300,329,0,Summer 1988,Unknown,KBS,Daewon Media,Sports,,
1371,6950,992,Dual Parallel! Trouble Adventures,TV,Original,13,False,"Apr 8, 1999 to Jul 1, 1999",25 min. per ep.,PG-13 - Teens 13 or older,7.16,6395,2959.0,3370,12331,58,Spring 1999,Unknown,Pioneer LDC,AIC,Action, Comedy, Harem
1372,6959,915,Ginga Densetsu Weed,TV,Manga,26,False,"Nov 3, 2005 to May 11, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.31,4736,2384.0,3806,9217,196,Fall 2005,Unknown,"Nihon Ad Systems, SKY Perfect Well Think",Studio Deen,Adventure, Drama, Shounen
1373,6962,782,Gasaraki,TV,Original,25,False,"Oct 4, 1998 to Mar 28, 1999",25 min. per ep.,PG-13 - Teens 13 or older,6.7,3799,4750.0,3269,13289,24,Fall 1998,Sundays at 09:30 (JST),"Yomiko Advertising, Atelier Musa",Sunrise,Psychological, Mecha, Military
1374,6963,17909,Uchouten Kazoku,TV,Novel,13,False,"Jul 7, 2013 to Sep 29, 2013",24 min. per ep.,PG-13 - Teens 13 or older,7.95,34565,622.0,860,101554,1075,Summer 2013,Sundays at 22:00 (JST),"Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company",P.A. Works,Slice of Life, Comedy, Demons
1375,6971,32038,Show By Rock!! #,TV,Game,12,False,"Oct 2, 2016 to Dec 18, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.07,4963,3322.0,3016,15545,40,Fall 2016,Sundays at 22:00 (JST),"Shochiku, Pony Canyon, Sanrio, Studio GOONEYS",Bones,Music, Comedy,
1376,6972,3493,Ryuusei no Rockman Tribe,TV,Unknown,21,False,"Nov 3, 2007 to Mar 29, 2008",10 min. per ep.,PG - Children,7.08,1978,3278.0,5163,4348,22,Fall 2007,Unknown,Half H.P Studio,Xebec,Adventure,,
1377,6976,7590,Mayoi Neko Overrun!,TV,Light novel,13,False,"Apr 6, 2010 to Jun 29, 2010",24 min. per ep.,PG-13 - Teens 13 or older,6.83,42737,4201.0,924,92293,185,Spring 2010,Unknown,"Geneon Universal Entertainment, Frontier Works, KlockWorx",AIC,Comedy, Harem, Romance
1378,6979,69,Cluster Edge,TV,Original,25,False,"Oct 5, 2005 to Mar 29, 2006",24 min. per ep.,PG-13 - Teens 13 or older,6.45,2185,5787.0,4074,7839,12,Fall 2005,Wednesdays at 01:00 (JST),Bandai Visual,Sunrise,Action, Fantasy, Military
1379,6981,354,UG☆Ultimate Girls,TV,Unknown,12,False,"Jan 10, 2005 to Mar 28, 2005",13 min. per ep.,R+ - Mild Nudity,5.68,2628,8044.0,4344,6650,3,Winter 2005,Unknown,m.o.e.,Studio Matrix,Comedy, Ecchi, Magic
1380,6985,8538,Gokujou!! Mecha Mote Iinchou Second Collection,TV,Manga,51,False,"Apr 3, 2010 to Apr 10, 2011",24 min. per ep.,PG - Children,6.59,323,5247.0,7314,1615,2,Spring 2010,Unknown,"TV Tokyo, Shogakukan Productions",SynergySP,Comedy, Romance, School
1381,7000,32772,Puzzle & Dragons Cross,TV,Game,89,False,"Jul 4, 2016 to Mar 26, 2018",24 min. per ep.,PG-13 - Teens 13 or older,6.81,457,4287.0,4565,5920,25,Summer 2016,Mondays at 18:25 (JST),Audio Planning U,Studio Pierrot,Game, Kids,
1382,7001,4591,Yoiko,TV,Manga,20,False,"Nov 6, 1998 to Mar 26, 1999",12 min. per ep.,R+ - Mild Nudity,6.33,757,6290.0,6082,2861,0,Fall 1998,Saturdays at 01:25 (JST),TBS,Studio Pierrot,Slice of Life, Comedy, Ecchi
1383,7002,30567,Teekyuu 5,TV,Manga,12,False,"Jul 7, 2015 to Sep 22, 2015",2 min. per ep.,PG-13 - Teens 13 or older,6.84,6551,4172.0,3399,12097,14,Summer 2015,Tuesdays at 01:05 (JST),"DAX Production, Earth Star Entertainment",Millepensee,Comedy, Shounen, Sports
1384,7006,5226,Souten Kouro,TV,Manga,26,False,"Apr 8, 2009 to Sep 30, 2009",23 min. per ep.,R+ - Mild Nudity,7.36,2777,2210.0,3365,12452,38,Spring 2009,Unknown,VAP,Madhouse,Action, Adventure, Historical
1385,7027,1465,Hakaima Sadamitsu,TV,Manga,10,False,"Jan 17, 2001 to Mar 21, 2001",22 min. per ep.,R - 17+ (violence & profanity),7.01,1752,3532.0,5314,3981,14,Winter 2001,Wednesdays at 18:30 (JST),Aniplex,Studio Deen,Action, Mecha, School
1386,7028,20115,Gekisou! Rubenkaiser,TV,Unknown,17,False,"Oct 10, 1977 to Feb 6, 1978",25 min. per ep.,PG-13 - Teens 13 or older,6.69,16,10196.0,11393,186,0,Fall 1977,Unknown,"TV Asahi, Wako Productions",Toei Animation,Cars, Shounen, Sports
1387,7037,34580,Nana Maru San Batsu,TV,Manga,12,False,"Jul 5, 2017 to Sep 20, 2017",23 min. per ep.,PG-13 - Teens 13 or older,6.82,18583,4246.0,1607,46656,60,Summer 2017,Wednesdays at 01:59 (JST),"Toei Video, Enterbrain, Nippon Television Network",TMS Entertainment,Game, School, Seinen
1388,7042,9520,Zero Tester,TV,Original,38,False,"Oct 1, 1973 to Jun 17, 1974",24 min. per ep.,PG-13 - Teens 13 or older,6.16,37,12837.0,10615,278,1,Fall 1973,Unknown,Tohokushinsha Film Corporation,Sunrise,Action, Sci-Fi, Adventure
1389,7049,35183,Gurazeni,TV,Manga,0,True,"Apr 6, 2018 to ?",23 min.,PG-13 - Teens 13 or older,5.66,1148,8101.0,4587,5855,3,Spring 2018,Fridays at 22:30 (JST),Ai Addiction,Studio Deen,Comedy, Sports, Drama
1390,7054,35828,Miira no Kaikata,TV,Web manga,12,False,"Jan 12, 2018 to Mar 30, 2018",24 min. per ep.,PG-13 - Teens 13 or older,7.52,12413,1578.0,1790,39616,166,Winter 2018,Fridays at 01:58 (JST),"TBS, Grooove, Nichion, Exit Tunes, ONEMUSIC, Crunchyroll SC Anime Fund",8bit,Slice of Life, Comedy, Supernatural
1391,7058,17497,Jewelpet Happiness,TV,Original,52,False,"Apr 6, 2013 to Mar 29, 2014",24 min. per ep.,PG - Children,6.89,348,3953.0,7146,1746,14,Spring 2013,Unknown,"TV Tokyo, Sotsu, Sanrio",Studio Comet,Fantasy, Magic, Shoujo
1392,7061,31706,Fate/kaleid liner Prisma☆Illya 3rei!!,TV,Manga,12,False,"Jul 6, 2016 to Sep 21, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.65,25733,1215.0,1424,55842,229,Summer 2016,Wednesdays at 23:00 (JST),"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Tokyo MX, Kadokawa Media House, Plus One",Silver Link.,Action, Comedy, Magic
1393,7064,5292,Getter Robo Go,TV,Unknown,50,False,"Feb 11, 1991 to Jan 27, 1992",24 min. per ep.,PG-13 - Teens 13 or older,6.35,193,6182.0,8284,996,0,Winter 1991,Unknown,Dynamic Planning,Toei Animation,Action, Adventure, Mecha
1394,7066,18115,Magi: The Kingdom of Magic,TV,Manga,25,False,"Oct 6, 2013 to Mar 30, 2014",25 min. per ep.,PG-13 - Teens 13 or older,8.44,202063,142.0,140,372549,5561,Fall 2013,Unknown,"Aniplex, Dentsu, Shogakukan Productions, Mainichi Broadcasting System, Movic, GYAO!",A-1 Pictures,Action, Adventure, Magic
1395,7074,338,Versailles no Bara,TV,Manga,40,False,"Oct 10, 1979 to Sep 3, 1980",23 min. per ep.,PG-13 - Teens 13 or older,8.38,14055,180.0,1664,44207,1660,Fall 1979,Wednesdays at 19:00 (JST),Nippon Television Network,Tokyo Movie Shinsha,Military, Historical, Drama
1396,7077,1498,Black Blood Brothers,TV,Light novel,12,False,"Sep 8, 2006 to Nov 24, 2006",25 min. per ep.,R - 17+ (violence & profanity),7.24,43284,2638.0,1059,78115,475,Fall 2006,Fridays at 23:30 (JST),"Toshiba Entertainment, Happinet Pictures",Group TAC,Action, Comedy, Fantasy
1397,7078,4362,Fireball,TV,Unknown,13,False,"Apr 7, 2008 to Jun 30, 2008",1 min. per ep.,G - All Ages,6.78,4412,4393.0,4124,7626,19,Spring 2008,Unknown,Walt Disney Studios,Jinnis Animation Studios,Comedy, Sci-Fi,
1398,7085,11457,Chibi☆Devi!,TV,Manga,75,False,"Oct 10, 2011 to Feb 17, 2014",5 min. per ep.,PG - Children,6.84,2881,4137.0,3723,9717,40,Fall 2011,Unknown,"Shogakukan Productions, Half H.P Studio",SynergySP,Fantasy, Shoujo, Supernatural
1399,7089,5200,Offside (TV),TV,Manga,39,False,"May 10, 2001 to Jan 31, 2002",23 min. per ep.,G - All Ages,7.2,633,2819.0,7225,1687,12,Spring 2001,Unknown,Animax,Ashi Production,Action, Sports, Drama
1400,7094,2916,Genki Bakuhatsu Ganbaruger,TV,Original,47,False,"Apr 1, 1992 to Feb 24, 1993",24 min. per ep.,PG - Children,6.92,140,3835.0,9413,531,4,Spring 1992,Wednesdays at 18:00 (JST),"TV Tokyo, Yomiuri Advertising",Sunrise,Mecha, Shounen,
1401,7095,3081,Attacker You!,TV,Manga,58,False,"Apr 13, 1984 to Jun 21, 1985",23 min. per ep.,R+ - Mild Nudity,6.64,1677,4996.0,5534,3637,11,Spring 1984,Unknown,"TV Tokyo, Knack Productions, Kino Production",Shaft,Action, Romance, Shoujo
1402,7096,33731,Gabriel DropOut,TV,Manga,12,False,"Jan 9, 2017 to Mar 27, 2017",23 min. per ep.,PG-13 - Teens 13 or older,7.57,86242,1425.0,465,173456,1412,Winter 2017,Mondays at 22:30 (JST),"Media Factory, AT-X, Sony Music Communications, Kadokawa Media House, NTT Plala",Doga Kobo,Comedy, Demons, Supernatural
1403,7101,35968,Wotaku ni Koi wa Muzukashii,TV,Web manga,11,True,"Apr 13, 2018 to ?",22 min. per ep.,PG-13 - Teens 13 or older,7.98,15848,585.0,737,117159,393,Spring 2018,Fridays at 00:55 (JST),"Aniplex, Fuji TV, Half H.P Studio, Ichijinsha",A-1 Pictures,Comedy, Romance,
1404,7106,2116,Captain Tsubasa,TV,Manga,128,False,"Oct 13, 1983 to Mar 27, 1986",24 min. per ep.,G - All Ages,7.36,28285,2173.0,1600,46940,302,Fall 1983,Unknown,"TV Tokyo, Studio Jack, CBS",Tsuchida Productions,Action, Shounen, Sports
1405,7109,21177,Nobunaga the Fool,TV,Other,24,False,"Jan 6, 2014 to Jun 23, 2014",24 min. per ep.,R - 17+ (violence & profanity),6.78,25084,4412.0,1142,72165,162,Winter 2014,Unknown,"TV Tokyo, Sotsu, Lantis, Media Factory",Satelight,Action, Historical, Mecha
1406,7110,18767,BlazBlue: Alter Memory,TV,Game,12,False,"Oct 9, 2013 to Dec 25, 2013",24 min. per ep.,R - 17+ (violence & profanity),6.25,25934,6572.0,1265,64469,155,Fall 2013,Wednesdays at 01:30 (JST),"Lantis, Studio Mausu","Hoods Entertainment, teamKG",Action, Fantasy,
1407,7116,30875,Washimo 3rd Season,TV,Picture book,44,False,"Mar 30, 2015 to Sep 22, 2015",10 min. per ep.,G - All Ages,4.13,16,12649.0,12440,126,0,Spring 2015,Not scheduled once per week,NHK,Studio Deen,Comedy, Kids, School
1408,7117,488,Ichigo Mashimaro,TV,4-koma manga,12,False,"Jul 15, 2005 to Oct 14, 2005",24 min. per ep.,PG-13 - Teens 13 or older,7.73,22921,1039.0,1435,55367,663,Summer 2005,Fridays at Unknown,"TBS, Movic",Daume,Slice of Life, Comedy,
1409,7136,706,Comic Party Revolution,TV,Visual novel,13,False,"Apr 4, 2005 to Jun 27, 2005",24 min. per ep.,PG-13 - Teens 13 or older,6.63,2977,5052.0,4182,7378,7,Spring 2005,Unknown,AQUAPLUS,"Radix, Chaos Project",Comedy, Drama,
1410,7137,5520,Onegai My Melody Sukkiri♪,TV,Unknown,52,False,"Apr 1, 2007 to Mar 24, 2008",10 min. per ep.,PG - Children,7.08,303,3277.0,7827,1252,3,Spring 2007,Sundays at 09:30 (JST),Sanrio,Studio Comet,Fantasy, Magic, Comedy
1411,7139,17082,Aiura,TV,4-koma manga,12,False,"Apr 10, 2013 to Jun 26, 2013",4 min. per ep.,G - All Ages,6.78,25780,4386.0,1451,54368,138,Spring 2013,Wednesdays at 01:35 (JST),"Pony Canyon, Tohokushinsha Film Corporation",LIDENFILMS,Comedy, School, Shounen
1412,7145,1706,Gun Frontier,TV,Manga,13,False,"Mar 28, 2002 to Jun 20, 2002",25 min. per ep.,PG-13 - Teens 13 or older,6.67,2251,4884.0,4522,6015,9,Spring 2002,Unknown,"TV Tokyo, Vega Entertainment",Echo,Action, Adventure, Drama
1413,7146,30384,Miss Monochrome: The Animation 2,TV,Original,13,False,"Jul 3, 2015 to Sep 25, 2015",7 min. per ep.,G - All Ages,6.58,6774,5292.0,3117,14579,9,Summer 2015,Fridays at 23:00 (JST),"Starchild Records, Magic Capsule","SANZIGEN, LIDENFILMS",Comedy, Music, Slice of Life
1414,7152,3615,Neo Angelique Abyss,TV,Visual novel,13,False,"Apr 7, 2008 to Jun 30, 2008",24 min. per ep.,PG-13 - Teens 13 or older,6.97,10981,3688.0,2219,27701,117,Spring 2008,Unknown,Koei,Yumeta Company,Comedy, Fantasy, Harem
1415,7153,33746,Anitore! XX: Hitotsu Yane no Shita de,TV,Original,12,False,"Oct 5, 2016 to Dec 21, 2016",4 min. per ep.,PG-13 - Teens 13 or older,5.7,3669,7988.0,3733,9647,8,Fall 2016,Wednesdays at 22:43 (JST),"F.M.F, Smiral Animation",Rising Force,Comedy, Sports,
1416,7155,28981,Ame-iro Cocoa,TV,Digital manga,12,False,"Apr 5, 2015 to Jun 21, 2015",2 min. per ep.,PG - Children,4.78,7674,9210.0,2830,17709,4,Spring 2015,Sundays at 22:27 (JST),DAX Production,EMT²,Comedy, Slice of Life,
1417,7166,10490,Blood-C,TV,Manga,12,False,"Jul 8, 2011 to Sep 30, 2011",23 min. per ep.,R - 17+ (violence & profanity),6.71,72294,4687.0,491,162741,547,Summer 2011,Unknown,"Aniplex, Mainichi Broadcasting System, Dwango",Production I.G,Action, Mystery, Horror
1418,7177,32949,Kuzu no Honkai,TV,Manga,12,False,"Jan 13, 2017 to Mar 31, 2017",22 min. per ep.,R+ - Mild Nudity,7.6,110303,1352.0,281,247754,2874,Winter 2017,Fridays at 00:55 (JST),"Aniplex, Dentsu, Square Enix, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Lerche,Drama, Romance, Ecchi
1419,7189,1836,Shuffle! Memories,TV,Visual novel,12,False,"Jan 7, 2007 to Mar 26, 2007",24 min. per ep.,PG-13 - Teens 13 or older,6.62,16691,5134.0,1792,39453,51,Winter 2007,Unknown,Memory-Tech,Asread,Comedy, Drama, Ecchi
1420,7202,421,Stratos 4,TV,Original,13,False,"Jan 5, 2003 to Mar 30, 2003",23 min. per ep.,PG-13 - Teens 13 or older,6.73,3255,4644.0,4036,7996,26,Winter 2003,Unknown,Bandai Visual,Studio Fantasia,Comedy, Military, Sci-Fi
1421,7211,1175,Metal Fighter Miku,TV,Original,13,False,"Jul 8, 1994 to Sep 30, 1994",25 min. per ep.,PG-13 - Teens 13 or older,6.1,509,7084.0,6905,1953,5,Summer 1994,Unknown,"Victor Entertainment, Studio Jack",J.C.Staff,Sci-Fi, Comedy, Sports
1422,7215,9061,RPG Densetsu Hepoi,TV,Unknown,50,False,"Oct 6, 1990 to Sep 28, 1991",25 min. per ep.,None,6.65,26,11904.0,10919,231,2,Fall 1990,Unknown,Nihon Ad Systems,Studio Gallop,Adventure, Fantasy,
1423,7224,33788,Marginal#4: Kiss kara Tsukuru Big Bang,TV,Music,12,False,"Jan 12, 2017 to Mar 30, 2017",23 min. per ep.,PG-13 - Teens 13 or older,6.83,2685,4199.0,3634,10317,76,Winter 2017,Thursdays at 23:30 (JST),"Sotsu, Movic, Warner Bros., KlockWorx",J.C.Staff,Music, Comedy, School
1424,7232,20267,Wooser no Sono Higurashi: Kakusei-hen,TV,Web manga,12,False,"Jan 8, 2014 to Mar 26, 2014",4 min. per ep.,G - All Ages,6.72,2530,4682.0,4887,4976,7,Winter 2014,Unknown,TV Tokyo,"SANZIGEN, LIDENFILMS",Comedy, Fantasy, Slice of Life
1425,7235,2390,Hoshi no Kirby,TV,Game,100,False,"Oct 6, 2001 to Sep 27, 2003",24 min. per ep.,PG - Children,6.74,6316,4579.0,3153,14308,133,Fall 2001,Saturdays at 19:30 (JST),"CBC, Nintendo",Studio Sign,Action, Adventure, Comedy
1426,7236,1915,Mahou Shoujo Lyrical Nanoha StrikerS,TV,Original,26,False,"Apr 2, 2007 to Sep 24, 2007",25 min. per ep.,PG-13 - Teens 13 or older,7.72,19940,1064.0,1766,40381,572,Spring 2007,Unknown,"Geneon Universal Entertainment, A-Line, King Records",Seven Arcs,Action, Magic, Comedy
1427,7238,2251,Baccano!,TV,Light novel,13,False,"Jul 27, 2007 to Nov 2, 2007",24 min. per ep.,R - 17+ (violence & profanity),8.49,221916,107.0,87,482078,17790,Summer 2007,Fridays at 00:30 (JST),"Aniplex, Sakura Create, Happinet Pictures",Brain&#039;s Base,Action, Mystery, Comedy
1428,7240,655,Galaxy Angel 4,TV,Game,13,False,"Jul 7, 2004 to Sep 29, 2004",24 min. per ep.,PG - Children,7.32,2295,2335.0,4638,5669,11,Summer 2004,Unknown,"Bandai Visual, Studio Fantasia, Studio Flag, Lantis, Broccoli","Madhouse, feel.",Comedy, Sci-Fi,
1429,7242,10372,Kamisama Dolls,TV,Manga,13,False,"Jul 6, 2011 to Sep 28, 2011",24 min. per ep.,R - 17+ (violence & profanity),7.1,24389,3209.0,1443,54975,74,Summer 2011,Unknown,"TV Tokyo, Shogakukan Productions, Media Factory, Half H.P Studio, AT-X, flying DOG, Sony Music Communications",Brain&#039;s Base,Action, Seinen, Supernatural
1430,7250,12291,Acchi Kocchi (TV),TV,4-koma manga,12,False,"Apr 6, 2012 to Jun 29, 2012",25 min. per ep.,PG-13 - Teens 13 or older,7.61,81329,1318.0,459,174661,1784,Spring 2012,Unknown,"Pony Canyon, TBS, DAX Production, BS-TBS, Jumondo, Houbunsha",AIC,Slice of Life, Comedy, Romance
1431,7253,3363,RD Sennou Chousashitsu,TV,Original,26,False,"Apr 9, 2008 to Oct 1, 2008",22 min. per ep.,R - 17+ (violence & profanity),7.19,4338,2871.0,2719,19293,43,Spring 2008,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network",Production I.G,Action, Sci-Fi,
1432,7260,1685,Duel Masters,TV,Manga,26,False,"Oct 21, 2002 to Apr 4, 2003",21 min. per ep.,PG-13 - Teens 13 or older,5.91,8628,7537.0,3003,15680,26,Fall 2002,Unknown,Studio Jack,Studio Hibari,Action, Adventure, Comedy
1433,7262,28171,Shokugeki no Souma,TV,Manga,24,False,"Apr 4, 2015 to Sep 26, 2015",25 min. per ep.,PG-13 - Teens 13 or older,8.55,356271,85.0,54,612996,15394,Spring 2015,Saturdays at 02:25 (JST),"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros., KlockWorx, Showgate, Shueisha, I Will",J.C.Staff,Ecchi, School, Shounen
1434,7276,845,Kiba,TV,Original,51,False,"Apr 2, 2006 to Mar 25, 2007",24 min. per ep.,PG-13 - Teens 13 or older,7.4,24016,2029.0,1421,55922,396,Spring 2006,Unknown,"Aniplex, Ashi Production, Sony Music Entertainment",Madhouse,Adventure, Fantasy, Shounen
1435,7278,6444,Tegamibachi,TV,Manga,25,False,"Oct 3, 2009 to Mar 27, 2010",20 min. per ep.,PG-13 - Teens 13 or older,7.72,31604,1072.0,998,84496,680,Fall 2009,Saturdays at 22:55 (JST),TV Tokyo,Studio Pierrot,Adventure, Supernatural, Fantasy
